Book ID,Title,Author(s),Category,Price (ETB),Cover Image,Language,Publisher,Format,Page Count,Publication Year,ISBN,Original Filename,File Path,File Size
BK-06233,Oxford Textbook of Obstetrics and Gynaecology,Sabaratnam Arulkumaran;William Ledger;Lynette Denny;Stergios Doumouchtsis;,Medicine & Clinical Sciences Corner,,BK-06233.webp,en,,PDF,929.0,2019.0,,Sabaratnam_Arulkumaran_William_Ledger_Lynette_Denny_Stergios_Doumouchtsis.pdf,Sabaratnam_Arulkumaran_William_Ledger_Lynette_Denny_Stergios_Doumouchtsis.pdf,136.61 MB
BK-06234,Volume 5 Nelson Textbook of Pediatrics,Unknown,Medicine & Clinical Sciences Corner,,BK-06234.webp,en,,PDF,757.0,,,Volume_5_Nelson_Textbook_of_Pediatrics.pdf,Volume_5_Nelson_Textbook_of_Pediatrics.pdf,133.10 MB
BK-06235,Microsoft Word - total,Alwasoft@DAWDAW,Medicine & Clinical Sciences Corner,,BK-06235.webp,en,,PDF,244.0,2008.0,,davidson_mcq_20th_Edition.pdf,davidson_mcq_20th_Edition.pdf,1.81 MB
BK-06236,Diagnostic Pathology: Familial Cancer Syndromes E-Book,Vania Nos;,Medicine & Clinical Sciences Corner,,BK-06236.webp,en,,PDF,897.0,2020.0,,Familial Cancer Syndromes.pdf,Familial Cancer Syndromes.pdf,116.68 MB
BK-06237,Volume 4 Nelson Textbook of Pediatrics,Unknown,Medicine & Clinical Sciences Corner,,BK-06237.webp,en,,PDF,1042.0,,,Volume_4_Nelson_Textbook_of_Pediatrics.pdf,Volume_4_Nelson_Textbook_of_Pediatrics.pdf,111.54 MB
BK-06238,"Oxford Textbook of Medicine, 6e - Volume 3",John D. Firth,Medicine & Clinical Sciences Corner,,BK-06238.webp,en,,PDF,2193.0,2019.0,,John_Firth_Timothy_Cox_Christopher_Conlon_Oxford_Textbook_of_Medicine.pdf,John_Firth_Timothy_Cox_Christopher_Conlon_Oxford_Textbook_of_Medicine.pdf,106.72 MB
BK-06239,Kaplan's Cardiac Anesthesia,Kaplan Joel,Medicine & Clinical Sciences Corner,,BK-06239.webp,en,,PDF,1639.0,2017.0,,Kaplan's_Cardiac_Anesthesia.pdf,Kaplan's_Cardiac_Anesthesia.pdf,91.21 MB
BK-06240,Harrison's Nephrology and Acid Base 3rd edition,Unknown,Medicine & Clinical Sciences Corner,,BK-06240.webp,en,,PDF,349.0,2017.0,,Harrison's_Nephrology_and_Acid_Base 3rd edition.pdf,Harrison's_Nephrology_and_Acid_Base 3rd edition.pdf,10.77 MB
BK-06241,Hypertension (Oxford Cardiology Library) 3E,"Nadar, Sunil;Lip, Gregory;",Medicine & Clinical Sciences Corner,,BK-06241.webp,en,,PDF,289.0,2022.0,,"Oxford_Cardiology_Sunil_K_Nadar,_Gregory_Y_H_Lip_Hypertension.pdf","Oxford_Cardiology_Sunil_K_Nadar,_Gregory_Y_H_Lip_Hypertension.pdf",13.87 MB
BK-06242,"Handbook of Nuclear Medicine and Molecular Imaging for Physicists; Modelling, Dosimetry, and Radiation Protection, Volume II",Michael Ljungberg,Medicine & Clinical Sciences Corner,,BK-06242.webp,en,,PDF,317.0,2019.0,,Handbook_of_Nuclear_Medicine_and_Molecular_Imaging_for_Physicists.pdf,Handbook_of_Nuclear_Medicine_and_Molecular_Imaging_for_Physicists.pdf,81.22 MB
BK-06243,Harrisons Nephrology and Acid-Base Disorders,"J. Larry Jameson, MD, PhD",Medicine & Clinical Sciences Corner,,BK-06243.webp,en,,PDF,337.0,2013.0,,Harrison's_Nephrology_and_Acid_Base 2nd edition.pdf,Harrison's_Nephrology_and_Acid_Base 2nd edition.pdf,9.89 MB
BK-06244,"Trauma, Ninth Edition","David V. Feliciano, Kenneth L. Mattox and Ernest E. Moore",Medicine & Clinical Sciences Corner,,BK-06244.webp,en,,PDF,1441.0,2020.0,,"Trauma, Ninth Edition.pdf","Trauma, Ninth Edition.pdf",80.01 MB
BK-06245,Pocket Medicine 8th ed2023,Unknown,Medicine & Clinical Sciences Corner,,BK-06245.webp,en,,PDF,708.0,2022.0,,Pocket Medicine 8th ed2023.pdf,Pocket Medicine 8th ed2023.pdf,39.72 MB
BK-06246,Dilip MMS - PULMONOLOGY (Complete),CamScanner,Medicine & Clinical Sciences Corner,,BK-06246.webp,en,,PDF,337.0,,,PULMONOLOGY Dilip MMS APP.pdf,PULMONOLOGY Dilip MMS APP.pdf,79.65 MB
BK-06247,"Chemistry, 8/e","Jill Kirsten Robinson, John E. McMurry, Robert C. Fay",Medicine & Clinical Sciences Corner,,BK-06247.webp,en,,PDF,1196.0,2019.0,,2020 ChemistryMcMurry 8th Edition.pdf,2020 ChemistryMcMurry 8th Edition.pdf,118.88 MB
BK-06248,Hybrid PET   MR Neuroimaging,Unknown,Medicine & Clinical Sciences Corner,,BK-06248.webp,en,,PDF,848.0,2021.0,,Hybrid PET - MR Neuroimaging.pdf,Hybrid PET - MR Neuroimaging.pdf,76.32 MB
BK-06249,Oxford Specialty Training  Revision,Unknown,Medicine & Clinical Sciences Corner,,BK-06249.webp,en,,PDF,607.0,2013.0,,Oxford_Specialty_Training__Revision.pdf,Oxford_Specialty_Training__Revision.pdf,71.25 MB
BK-06250,"Atlas of Minimally Invasive Surgical Operations,2018",Unknown,Medicine & Clinical Sciences Corner,,BK-06250.webp,en,,PDF,1245.0,,,"Atlas of Minimally Invasive Surgical Operations,2018.pdf","Atlas of Minimally Invasive Surgical Operations,2018.pdf",70.91 MB
BK-06251,Clinical Arrhythmology and Electrophysiology A Companion to Braunwald’s,Unknown,Medicine & Clinical Sciences Corner,,BK-06251.webp,en,,PDF,1304.0,2019.0,,Clinical_Arrhythmology_and_Electrophysiology_A_Companion_to_Braunwald’s.pdf,Clinical_Arrhythmology_and_Electrophysiology_A_Companion_to_Braunwald’s.pdf,66.89 MB
BK-06252,Volume II Neurological Disorders and Imaging Physics Engineering,Unknown,Medicine & Clinical Sciences Corner,,BK-06252.webp,en,,PDF,400.0,2019.0,,Volume_II_Neurological_Disorders_and_Imaging_Physics_Engineering.pdf,Volume_II_Neurological_Disorders_and_Imaging_Physics_Engineering.pdf,40.49 MB
BK-06253,2023 Nelson Pediatric Symptom Based Diagnosis Common Diseases,Unknown,Medicine & Clinical Sciences Corner,,BK-06253.webp,en,,PDF,1300.0,2022.0,,2023_Nelson_Pediatric_Symptom_Based_Diagnosis_Common_Diseases.pdf,2023_Nelson_Pediatric_Symptom_Based_Diagnosis_Common_Diseases.pdf,56.78 MB
BK-06254,Nanoparticle-Based Drug Delivery in Cancer Treatment,Loutfy H. Madkour,Medicine & Clinical Sciences Corner,,BK-06254.webp,en,,PDF,559.0,2022.0,,Nanoparticle-Based Drug Delivery in Cancer Treatment.pdf,Nanoparticle-Based Drug Delivery in Cancer Treatment.pdf,51.79 MB
BK-06255,Saunders Nursing Drug Handbook 2021,Unknown,Medicine & Clinical Sciences Corner,,BK-06255.webp,en,,PDF,1528.0,,,Saunders Nursing Drug Handbook 2021.pdf,Saunders Nursing Drug Handbook 2021.pdf,11.13 MB
BK-06256,Practical Oncologic Molecular Pathology,Unknown,Medicine & Clinical Sciences Corner,,BK-06256.webp,en,,PDF,446.0,2021.0,,Practical Oncologic Molecular Pathology.pdf,Practical Oncologic Molecular Pathology.pdf,46.39 MB
BK-06257,"Hypospadiology Principles and Practices,2022",Unknown,Medicine & Clinical Sciences Corner,,BK-06257.webp,en,,PDF,459.0,2022.0,,"Hypospadiology Principles and Practices,2022.pdf","Hypospadiology Principles and Practices,2022.pdf",45.39 MB
BK-06258,Standards of Medical Care in Diabetes2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06258.webp,en,,PDF,224.0,2019.0,,Standards of Medical Care in Diabetes2020.pdf,Standards of Medical Care in Diabetes2020.pdf,9.85 MB
BK-06259,Harrison's Cardiovascular Medicine 2/E,"Loscalzo, Joseph",Medicine & Clinical Sciences Corner,,BK-06259.webp,en,,PDF,657.0,2013.0,,Harrisons Cardiovascular Medicine 2nd Edition_2.pdf,Harrisons Cardiovascular Medicine 2nd Edition_2.pdf,44.17 MB
BK-06260,Mechanical Circulatory Support: A Companion to Braunwald's Heart Disease,James K. Kirklin,Medicine & Clinical Sciences Corner,,BK-06260.webp,en,,PDF,293.0,2019.0,,Mechanical_Circulatory_Support_A_Companion_to_Braunwalds_Heart_Disease.pdf,Mechanical_Circulatory_Support_A_Companion_to_Braunwalds_Heart_Disease.pdf,43.60 MB
BK-06261,Orthotic Intervention for the Hand and Upper Extremity,"MaryLynn A. Jacobs, MBA, MS, OTR/L, CHT",Medicine & Clinical Sciences Corner,,BK-06261.webp,en,,PDF,2516.0,2021.0,,2022_Orthotic_Intervention_for_the_Hand_and_Upper_Extremity.pdf,2022_Orthotic_Intervention_for_the_Hand_and_Upper_Extremity.pdf,236.98 MB
BK-06262,Textbook of Diabetes,"Holt, Richard I. G.;Flyvbjerg, Allan;",Medicine & Clinical Sciences Corner,,BK-06262.webp,en,,PDF,1229.0,2024.0,,Textbook of Diabetes 6th ed 2024.pdf,Textbook of Diabetes 6th ed 2024.pdf,68.15 MB
BK-06263,Volume I Neurological Disorders and Imaging Physics Application,Unknown,Medicine & Clinical Sciences Corner,,BK-06263.webp,en,,PDF,194.0,2019.0,,Volume_I_Neurological_Disorders_and_Imaging_Physics_Application.pdf,Volume_I_Neurological_Disorders_and_Imaging_Physics_Application.pdf,23.27 MB
BK-06264,Surgery of the Salivary Glands,Robert L. Witt,Medicine & Clinical Sciences Corner,,BK-06264.webp,en,,PDF,453.0,2020.0,,Robert_L_Witt_MD_Surgery_of_the_Salivary_Glands_Elsevier_2020_.pdf,Robert_L_Witt_MD_Surgery_of_the_Salivary_Glands_Elsevier_2020_.pdf,38.22 MB
BK-06265,Volume III Neurological Disorders and Imaging Physics Application,Unknown,Medicine & Clinical Sciences Corner,,BK-06265.webp,en,,PDF,490.0,2019.0,,Volume_III_Neurological_Disorders_and_Imaging_Physics_Application.pdf,Volume_III_Neurological_Disorders_and_Imaging_Physics_Application.pdf,56.47 MB
BK-06266,Oxford Textbook of Palliative Care for Children,"Hain, Richard; Goldman, Ann; Rapoport, Adam",Medicine & Clinical Sciences Corner,,BK-06266.webp,en,,PDF,535.0,2021.0,,Oxford Textbook of Palliative Care for Children.pdf,Oxford Textbook of Palliative Care for Children.pdf,36.34 MB
BK-06267,Pediatric Surgical Oncology,Paul D Losty,Medicine & Clinical Sciences Corner,,BK-06267.webp,en,,PDF,468.0,2021.0,,Pediatric Surgical Oncology.pdf,Pediatric Surgical Oncology.pdf,34.44 MB
BK-06268,Pharmaceutical Process Engineering,Unknown,Medicine & Clinical Sciences Corner,,BK-06268.webp,en,,PDF,238.0,2010.0,,Pharmaceutical Process Engineering.pdf,Pharmaceutical Process Engineering.pdf,3.14 MB
BK-06269,Essential Echocardiography A Companion to Braunwald's Heart Disease,Unknown,Medicine & Clinical Sciences Corner,,BK-06269.webp,en,,PDF,571.0,2018.0,,Essential_Echocardiography_A_Companion_to_Braunwald's_Heart_Disease.pdf,Essential_Echocardiography_A_Companion_to_Braunwald's_Heart_Disease.pdf,33.33 MB
BK-06270,Otto & Bonow Valvular Heart Disease A Companion to Braunwald's Heart,Unknown,Medicine & Clinical Sciences Corner,,BK-06270.webp,en,,PDF,494.0,2013.0,,Otto_&_Bonow_Valvular_Heart_Disease_A_Companion_to_Braunwald's_Heart.pdf,Otto_&_Bonow_Valvular_Heart_Disease_A_Companion_to_Braunwald's_Heart.pdf,32.71 MB
BK-06271,PART 2 UPTODATE European Society of Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06271.webp,en,,PDF,1871.0,2020.0,,PART 2 UPTODATE European Society of Endocrinology 2020.pdf,PART 2 UPTODATE European Society of Endocrinology 2020.pdf,32.31 MB
BK-06272,"Oral and Oropharyngeal Cancer, Second Edition",Jatin P. Shah and Newell W. Johnson,Medicine & Clinical Sciences Corner,,BK-06272.webp,en,,PDF,567.0,2018.0,,Oral and Oropharyngeal Cancer.pdf,Oral and Oropharyngeal Cancer.pdf,32.02 MB
BK-06273,Avery's Diseases of the Newborn 11E2024,Unknown,Medicine & Clinical Sciences Corner,,BK-06273.webp,en,,PDF,1850.0,,,Avery's Diseases of the Newborn 11E2024.pdf,Avery's Diseases of the Newborn 11E2024.pdf,63.74 MB
BK-06274,Myocardial Infarction: A Companion to Braunwald's Heart Disease,"Morrow, David A",Medicine & Clinical Sciences Corner,,BK-06274.webp,en,,PDF,552.0,2017.0,,Myocardial_Infarction_A_Companion_to_Braunwald’s_Heart_Disease_2017.pdf,Myocardial_Infarction_A_Companion_to_Braunwald’s_Heart_Disease_2017.pdf,30.25 MB
BK-06275,Head and Neck Oncology; A Concise Guide,Akheel Mohammad,Medicine & Clinical Sciences Corner,,BK-06275.webp,en,,PDF,181.0,2021.0,,Head and Neck Oncology.pdf,Head and Neck Oncology.pdf,30.01 MB
BK-06276,"Heart Failure A Companion To Braunwalds Heart Disease, G Michael",Unknown,Medicine & Clinical Sciences Corner,,BK-06276.webp,en,,PDF,907.0,2019.0,,"Heart_Failure_A_Companion_To_Braunwalds_Heart_Disease,_G_Michael.pdf","Heart_Failure_A_Companion_To_Braunwalds_Heart_Disease,_G_Michael.pdf",28.82 MB
BK-06277,Harrisons Principles of Internal Medicine Self-Assessment and Board Review,"Braunwald, Eugene, Wiener, Charles, Fauci, Anthony",Medicine & Clinical Sciences Corner,,BK-06277.webp,en,,PDF,521.0,2012.0,,harrisons principles of internal medicine self-assessment and board review 18th ed.pdf,harrisons principles of internal medicine self-assessment and board review 18th ed.pdf,28.77 MB
BK-06278,Catheter Ablation of Cardiac Arrhythmias ,David E. Haines,Medicine & Clinical Sciences Corner,,BK-06278.webp,en,,PDF,66.0,2019.0,,2020 Catheter Ablation Cardiac.pdf,2020 Catheter Ablation Cardiac.pdf,7.45 MB
BK-06279,Diabetes in Cardiovascular Disease: A Companion to Braunwald's Heart Disease: Expert Consult - Online,Darren K. McGuire,Medicine & Clinical Sciences Corner,,BK-06279.webp,en,,PDF,419.0,2014.0,,Diabetes_in_Cardiovascular_Disease_A_Companian_to_Braunwald's_Heart.pdf,Diabetes_in_Cardiovascular_Disease_A_Companian_to_Braunwald's_Heart.pdf,28.06 MB
BK-06280,Diabetes Standards of Care2024,Unknown,Medicine & Clinical Sciences Corner,,BK-06280.webp,en,,PDF,328.0,2023.0,,Diabetes Standards of Care2024.pdf,Diabetes Standards of Care2024.pdf,51.23 MB
BK-06281,RadCases Nuclear Medicine,"Appelbaum, Daniel E.",Medicine & Clinical Sciences Corner,,BK-06281.webp,en,,PDF,262.0,2020.0,,2020 RadCases Plus Q&A Nuclear Medicine 2nd Edition.pdf,2020 RadCases Plus Q&A Nuclear Medicine 2nd Edition.pdf,52.04 MB
BK-06282,Operative Cardiac Surgery,Unknown,Medicine & Clinical Sciences Corner,,BK-06282.webp,en,,PDF,800.0,2018.0,,RobSmiths operative cardiac surgery ( etc.).pdf,RobSmiths operative cardiac surgery ( etc.).pdf,425.00 MB
BK-06283,PART 3 UPTODATE European Society of Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06283.webp,en,,PDF,1842.0,2020.0,,PART 3 UPTODATE European Society of Endocrinology 2020.pdf,PART 3 UPTODATE European Society of Endocrinology 2020.pdf,26.27 MB
BK-06284,Cancer Biomarkers and Targets in Digestive Organs,Unknown,Medicine & Clinical Sciences Corner,,BK-06284.webp,en,,PDF,148.0,2019.0,,Cancer Biomarkers and Targets in Digestive Organs.pdf,Cancer Biomarkers and Targets in Digestive Organs.pdf,25.95 MB
BK-06285,Thieme: OCT Angiography,"Chow, David R.; Paulo Ricardo Chaves de Oliveira;",Medicine & Clinical Sciences Corner,,BK-06285.webp,en,,PDF,176.0,2017.0,,OCT Angiography.pdf,OCT Angiography.pdf,25.89 MB
BK-06286,"Harrison's Endocrinology, 3E",J. Larry Jameson,Medicine & Clinical Sciences Corner,,BK-06286.webp,en,,PDF,560.0,2013.0,,"Harrisons Endocrinology, 3rd.pdf","Harrisons Endocrinology, 3rd.pdf",25.72 MB
BK-06287,DNA Repair in Cancer Therapy,_x0010_4<8=8AB@0B>@,Medicine & Clinical Sciences Corner,,BK-06287.webp,en,,PDF,448.0,2016.0,,DNA Repair in Cancer Therapy.pdf,DNA Repair in Cancer Therapy.pdf,24.61 MB
BK-06288,Clinical Cardiac Electrophysiology - E-Book,Demosthenes G Katritsis;Fred Morady;,Medicine & Clinical Sciences Corner,,BK-06288.webp,en,,PDF,411.0,2021.0,,Clinical Cardiac ElectrophysiologyA Practical Guide 2022.pdf,Clinical Cardiac ElectrophysiologyA Practical Guide 2022.pdf,35.65 MB
BK-06289,"Soft Robots for Healthcare Applications: Design, Modelling, and Control","Xie, Shane,Zhang, Mingming,Meng, Wei",Medicine & Clinical Sciences Corner,,BK-06289.webp,en,,PDF,238.0,2017.0,,"Soft_Robots_for_Healthcare_Applications_Design,_Modeling,_and_Control.pdf","Soft_Robots_for_Healthcare_Applications_Design,_Modeling,_and_Control.pdf",4.21 MB
BK-06290,Interventional Radiology in Palliative Care,Unknown,Medicine & Clinical Sciences Corner,,BK-06290.webp,en,,PDF,384.0,2021.0,,Interventional Radiology in Palliative Care.pdf,Interventional Radiology in Palliative Care.pdf,21.41 MB
BK-06291,The Royal Marsden Manual of Cancer Nursing Procedures,Unknown,Medicine & Clinical Sciences Corner,,BK-06291.webp,en,,PDF,971.0,2021.0,,The Royal Marsden Manual of Cancer Nursing Procedures.pdf,The Royal Marsden Manual of Cancer Nursing Procedures.pdf,21.40 MB
BK-06292,"Human Monitoring, Smart Health and Assisted Living: Techniques and Technologies","Longhi, Sauro,Monteriù, Andrea,Freddi, Alessandro",Medicine & Clinical Sciences Corner,,BK-06292.webp,en,,PDF,237.0,2017.0,,"Human_Monitoring,_Smart_Health_and_Assisted_Living_Techniques_and.pdf","Human_Monitoring,_Smart_Health_and_Assisted_Living_Techniques_and.pdf",3.10 MB
BK-06293,NEUROANATOMY,Unknown,Medicine & Clinical Sciences Corner,,BK-06293.webp,en,,PDF,746.0,2020.0,,NEUROANATOMY.pdf,NEUROANATOMY.pdf,41.76 MB
BK-06294,Clinical Handbook of Cardiac Electrophysiology 2nd Edition 2021,Unknown,Medicine & Clinical Sciences Corner,,BK-06294.webp,en,,PDF,230.0,2021.0,,Clinical_Handbook_of_Cardiac_Electrophysiology_2nd_Edition_2021.pdf,Clinical_Handbook_of_Cardiac_Electrophysiology_2nd_Edition_2021.pdf,21.17 MB
BK-06295,Value-based Learning Healthcare Systems Integrative Modeling and Simulation,"Bernard P. Zeigler,Mamadou K. Traore,Grégory Zacharewicz,Raphaël Duboz",Medicine & Clinical Sciences Corner,,BK-06295.webp,en,,PDF,377.0,2018.0,,"Value_based_Learning_Healthcare_Systems_Integrative,_Modeling_and.pdf","Value_based_Learning_Healthcare_Systems_Integrative,_Modeling_and.pdf",9.46 MB
BK-06296,"Harrison's Neurology in Clinical Medicine, 3E","Stephen L. Hauser, MD",Medicine & Clinical Sciences Corner,,BK-06296.webp,en,,PDF,896.0,2013.0,,"Harrisons Neurology in Clinical Medicine, 3E.pdf","Harrisons Neurology in Clinical Medicine, 3E.pdf",19.47 MB
BK-06297,Handbook of Diagnostic Endocrinology 3rd Edition 2021,Unknown,Medicine & Clinical Sciences Corner,,BK-06297.webp,en,,PDF,725.0,2020.0,,Handbook of Diagnostic Endocrinology 3rd Edition 2021.pdf,Handbook of Diagnostic Endocrinology 3rd Edition 2021.pdf,13.95 MB
BK-06298,"Harrisons Manual of Medicine, 18th Edition","Dan L. Longo, MD",Medicine & Clinical Sciences Corner,,BK-06298.webp,en,,PDF,1571.0,2012.0,,"Harrisons Manual of Medicine, 18th Edition.pdf","Harrisons Manual of Medicine, 18th Edition.pdf",12.44 MB
BK-06299,Harrisons Pulmonary and Critical Care Medicine,"Joseph, Loscalzo,",Medicine & Clinical Sciences Corner,,BK-06299.webp,en,,PDF,593.0,2010.0,,Harrisons Pulmonary and Critical Care Medicine.pdf,Harrisons Pulmonary and Critical Care Medicine.pdf,10.00 MB
BK-06300,How to Validate a Pharmaceutical Process,_x0010_4<8=8AB@0B>@,Medicine & Clinical Sciences Corner,,BK-06300.webp,en,,PDF,197.0,2016.0,,How to Validate a Pharmaceutical Process.pdf,How to Validate a Pharmaceutical Process.pdf,4.89 MB
BK-06301,Physical Management for Neurological Conditions E-Book,"Sheila Lennon,Geert Verheyden,Gita Ramdharry",Medicine & Clinical Sciences Corner,,BK-06301.webp,en,,PDF,595.0,2018.0,,Geert_Verheyden_Gita_Ramdharry_Sheila_Lennon_Physical_Management.pdf,Geert_Verheyden_Gita_Ramdharry_Sheila_Lennon_Physical_Management.pdf,9.33 MB
BK-06302,"Jatin Shah's Head and Neck Surgery and Oncology -  Jatin Shah, Snehal Patel, Bhuvanesh Singh - 5th Edition (2019) 896 pp., ISBN: 9780323417891","Jatin Shah, Snehal Patel, Bhuvanesh Singh",Medicine & Clinical Sciences Corner,,BK-06302.webp,en,,PDF,859.0,2019.0,,Jatin Shah's HEAD AND NECK SURGERY AND ONCOLOGY JATIN SHAH SNEHAL PATEL BHUVANESH SINGH RICHARD WONG.pdf,Jatin Shah's HEAD AND NECK SURGERY AND ONCOLOGY JATIN SHAH SNEHAL PATEL BHUVANESH SINGH RICHARD WONG.pdf,158.08 MB
BK-06303,Pharmaceutical Production   An Engineering Guide,Unknown,Medicine & Clinical Sciences Corner,,BK-06303.webp,en,,PDF,485.0,2006.0,,Pharmaceutical Production - An Engineering Guide.pdf,Pharmaceutical Production - An Engineering Guide.pdf,7.11 MB
BK-06304,Interaction of Immune and Cancer Cells,Unknown,Medicine & Clinical Sciences Corner,,BK-06304.webp,en,,PDF,358.0,2022.0,,Interaction of Immune and Cancer Cells.pdf,Interaction of Immune and Cancer Cells.pdf,6.90 MB
BK-06305,Respiratory Care,Dean R. Hess;Neil R. MacIntyre;William F. Galvin;,Medicine & Clinical Sciences Corner,,BK-06305.webp,en,,PDF,4163.0,2021.0,,"2021_Respiratory_Care_Principles_and_Practice,_4th_Edition.pdf","2021_Respiratory_Care_Principles_and_Practice,_4th_Edition.pdf",173.16 MB
BK-06306,Handbook of Inpatient Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06306.webp,en,,PDF,364.0,2020.0,,Handbook of Inpatient Endocrinology 2020.pdf,Handbook of Inpatient Endocrinology 2020.pdf,4.14 MB
BK-06307,Introduction to Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06307.webp,en,,PDF,259.0,2019.0,,Introduction to Endocrinology 2020.pdf,Introduction to Endocrinology 2020.pdf,3.94 MB
BK-06308,Oxford Textbook of Medicine,John D. Firth,Medicine & Clinical Sciences Corner,,BK-06308.webp,en,,PDF,6916.0,2020.0,,Oxford Textbook of Medicine-6th Ed International Edition.pdf,Oxford Textbook of Medicine-6th Ed International Edition.pdf,865.01 MB
BK-06309,"Oxford Textbook of Medicine, 6e - Volume 1",John D. Firth,Medicine & Clinical Sciences Corner,,BK-06309.webp,en,,PDF,1905.0,2019.0,,Oxford_Textbook_John_Firth_Christopher_Conlon_Timothy_Cox_Oxford.pdf,Oxford_Textbook_John_Firth_Christopher_Conlon_Timothy_Cox_Oxford.pdf,364.06 MB
BK-06310,"Harrison's Principles of Internal Medicine, 20th Edition","J. Larry Jameson, Dennis L. Kasper, Dan L. Longo, Anthony S. Fauci, Stephen L. Hauser & Joseph Loscalzo",Medicine & Clinical Sciences Corner,,BK-06310.webp,en,,PDF,3790.0,2018.0,,"Harrison's Principles of Internal Medicine, 20th Edition.pdf","Harrison's Principles of Internal Medicine, 20th Edition.pdf",329.19 MB
BK-06311,A Framework of Human Systems Engineering Applications and Case Studies,Unknown,Medicine & Clinical Sciences Corner,,BK-06311.webp,en,,PDF,282.0,2020.0,,A_Framework_of_Human_Systems_Engineering_Applications_and_Case_Studies.pdf,A_Framework_of_Human_Systems_Engineering_Applications_and_Case_Studies.pdf,4.18 MB
BK-06312,Board Basics An Enhancement to MKSAP 19,Unknown,Medicine & Clinical Sciences Corner,,BK-06312.webp,en,,PDF,410.0,2022.0,,Board Basics An Enhancement to MKSAP 19.pdf,Board Basics An Enhancement to MKSAP 19.pdf,196.37 MB
BK-06313,Front Matter,Walkiria S. Schlindwein and Mark Gibson,Medicine & Clinical Sciences Corner,,BK-06313.webp,en,,PDF,365.0,2018.0,,Pharmaceutical Quality by Design - A Practical Approach.pdf,Pharmaceutical Quality by Design - A Practical Approach.pdf,7.25 MB
BK-06314,Hypertrophic Cardiomyopathy,Unknown,Medicine & Clinical Sciences Corner,,BK-06314.webp,en,,PDF,512.0,2025.0,,Hypertrophic Cardiomyopathy ALGrawany 3E 2025.pdf,Hypertrophic Cardiomyopathy ALGrawany 3E 2025.pdf,62.33 MB
BK-06315,"Textbook of Pediatric Rheumatology, Ninth Edition 2026",Unknown,Medicine & Clinical Sciences Corner,,BK-06315.webp,en,,PDF,1093.0,,,"Textbook of Pediatric Rheumatology, Ninth Edition 2026.pdf","Textbook of Pediatric Rheumatology, Ninth Edition 2026.pdf",184.01 MB
BK-06316,New Doc 2018-03-13,CamScanner,Medicine & Clinical Sciences Corner,,BK-06316.webp,en,,PDF,611.0,2020.0,,RETINA Medical and Surgical Management.pdf,RETINA Medical and Surgical Management.pdf,152.85 MB
BK-06317,ABSITE Slayer McGraw Hill Education (2020),Unknown,Medicine & Clinical Sciences Corner,,BK-06317.webp,en,,PDF,538.0,2020.0,,ABSITE Slayer-McGraw-Hill Education (2020).pdf,ABSITE Slayer-McGraw-Hill Education (2020).pdf,148.32 MB
BK-06318,UPTODATE European Society of Endocrinology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06318.webp,en,,PDF,8430.0,2019.0,,UPTODATE European Society of Endocrinology 2020.pdf,UPTODATE European Society of Endocrinology 2020.pdf,144.24 MB
BK-06319,Sandhya Sundaram Handbook of Pathology for Postgraduate Students,Unknown,Medicine & Clinical Sciences Corner,,BK-06319.webp,en,,PDF,417.0,2018.0,,Sandhya_Sundaram_Handbook_of_Pathology_for_Postgraduate_Students.pdf,Sandhya_Sundaram_Handbook_of_Pathology_for_Postgraduate_Students.pdf,143.43 MB
BK-06320,BRS Pharmacology 2020,Unknown,Medicine & Clinical Sciences Corner,,BK-06320.webp,en,,PDF,364.0,2019.0,,BRS Pharmacology 2020.pdf,BRS Pharmacology 2020.pdf,140.44 MB
BK-06321,Volume 2 Nelson Textbook of Pediatrics,Unknown,Medicine & Clinical Sciences Corner,,BK-06321.webp,en,,PDF,1782.0,,,Volume_2_Nelson_Textbook_of_Pediatrics.pdf,Volume_2_Nelson_Textbook_of_Pediatrics.pdf,139.67 MB
BK-06322,Volume 3 Nelson Textbook of Pediatrics,Unknown,Medicine & Clinical Sciences Corner,,BK-06322.webp,en,,PDF,1393.0,,,Volume_3_Nelson_Textbook_of_Pediatrics.pdf,Volume_3_Nelson_Textbook_of_Pediatrics.pdf,125.75 MB
BK-06323,Volume 1 Nelson Textbook of Pediatrics,Unknown,Medicine & Clinical Sciences Corner,,BK-06323.webp,en,,PDF,1908.0,,,Volume_1_Nelson_Textbook_of_Pediatrics.pdf,Volume_1_Nelson_Textbook_of_Pediatrics.pdf,122.41 MB
BK-06324,Atlas of Emergency Medicine,Kevin J. Knoop,Medicine & Clinical Sciences Corner,,BK-06324.webp,en,McGraw-Hill Education,EPUB,,2021.0,1260134946.0,Kevin_J_Knoop_Atlas_of_Emergency_Medicine_McGraw_Hill_Education.epub,Kevin_J_Knoop_Atlas_of_Emergency_Medicine_McGraw_Hill_Education.epub,102.58 MB
